index,towerKills,inhibitorKills,baronKills,dragonKills,riftHeraldKills,region,prediction
2161,2,0,0,1,0,br1,0
2162,7,0,1,5,2,br1,1
2163,2,0,0,0,0,br1,0
2164,4,0,0,1,1,br1,0
2165,0,0,0,1,0,br1,5
2166,2,0,0,2,1,br1,2
2167,9,2,1,2,1,br1,3
2168,10,2,2,5,0,br1,1
2169,5,0,0,0,2,br1,0
2170,4,0,1,4,1,br1,2
2171,10,1,1,2,0,br1,3
2172,2,0,0,2,0,br1,2
2173,6,0,1,2,2,br1,4
2174,10,2,2,2,0,br1,3
2175,4,0,0,3,2,br1,2
2176,10,2,1,3,2,br1,3
2177,4,0,0,2,0,br1,2
2178,0,0,0,0,0,br1,5
2179,10,2,1,3,2,br1,3
2180,5,0,0,2,2,br1,4
2181,7,1,1,2,0,br1,4
2182,7,1,0,4,0,br1,4
2183,10,2,2,1,2,br1,3
2184,3,0,1,1,0,br1,0
2185,7,1,1,4,2,br1,1
2186,4,0,1,3,1,br1,2
2187,9,1,0,2,1,br1,3
2188,0,0,0,0,0,br1,5
2189,7,0,0,2,2,br1,4
2190,8,1,0,0,1,br1,3
2191,6,0,2,5,0,br1,4
2192,8,2,0,3,1,br1,1
2193,7,1,1,1,1,br1,4
2194,7,1,0,3,2,br1,4
2195,0,0,0,0,0,br1,5
2196,10,2,0,4,0,br1,1
2197,2,0,1,0,1,br1,0
2198,2,0,0,2,0,br1,2
2199,9,1,1,2,2,br1,3
2200,9,1,1,2,1,br1,3
2201,2,0,0,1,0,br1,0
2202,4,0,0,2,1,br1,2
2203,0,0,0,1,0,br1,5
2204,8,1,1,4,2,br1,1
2205,4,0,0,0,0,br1,0
2206,4,0,0,3,2,br1,2
2207,1,0,0,1,0,br1,5
2208,6,1,0,3,2,br1,4
2209,0,0,0,0,0,br1,5
2210,11,1,1,4,1,br1,1
2211,1,0,0,1,1,br1,5
2212,3,0,0,3,1,br1,2
2213,8,1,1,1,1,br1,3
2214,11,3,1,2,2,br1,3
2215,1,0,0,2,0,br1,5
2216,11,2,1,4,2,br1,1
2217,3,0,0,1,0,br1,0
2218,2,0,0,1,0,br1,0
2219,8,1,0,3,2,br1,1
2220,1,0,0,1,0,br1,5
2221,10,2,1,2,2,br1,3
2222,9,2,1,2,1,br1,3
2223,1,0,0,2,0,br1,5
2224,2,0,0,1,1,br1,0
2225,0,0,0,1,0,br1,5
2226,1,0,0,0,0,br1,5
2227,9,2,1,3,2,br1,1
2228,0,0,0,0,1,br1,5
2229,2,0,0,1,0,br1,0
2230,5,1,1,2,1,br1,4
2231,7,1,0,3,1,br1,4
2232,7,1,1,2,1,br1,4
2233,8,1,0,3,1,br1,1
2234,4,1,1,3,0,br1,2
2235,3,0,0,0,2,br1,0
2236,0,0,0,0,0,br1,5
2237,11,2,0,3,1,br1,3
2238,0,0,0,0,0,br1,5
2239,2,0,0,1,0,br1,0
2240,0,0,0,1,1,br1,5
2241,9,2,0,1,1,br1,3
2242,6,0,1,3,1,br1,4
2243,3,0,0,1,1,br1,0
2244,0,0,0,0,0,br1,5
2245,8,1,0,2,0,br1,3
2246,9,1,2,4,1,br1,1
2247,4,0,0,1,0,br1,0
2248,10,2,2,5,0,br1,1
2249,5,1,0,0,0,br1,0
2250,5,0,1,1,1,br1,4
2251,9,1,1,4,1,br1,1
2252,2,0,0,1,0,br1,0
2253,10,3,1,4,0,br1,1
2254,5,0,0,0,2,br1,0
2255,6,1,1,5,0,br1,4
2256,7,2,1,1,1,br1,4
2257,7,3,1,4,0,br1,1
2258,0,0,0,1,0,br1,5
2259,5,0,0,1,1,br1,4
2260,4,0,0,3,1,br1,2
2261,10,2,1,2,1,br1,3
2262,2,0,0,1,0,br1,0
2263,10,2,1,3,2,br1,3
2264,0,0,0,0,0,br1,5
2265,7,1,0,3,2,br1,4
2266,2,0,1,2,0,br1,2
2267,7,1,0,3,2,br1,4
2268,2,0,0,0,0,br1,0
2269,6,0,1,3,2,br1,4
2270,10,2,1,3,1,br1,3
2271,3,0,0,2,1,br1,2
2272,3,0,0,4,0,br1,2
2273,11,3,2,1,2,br1,3
2274,0,0,0,1,0,br1,5
2275,8,1,1,2,2,br1,3
2276,1,0,0,1,0,br1,5
2277,11,4,1,2,1,br1,3
2278,1,0,0,0,0,br1,5
2279,4,1,0,0,0,br1,0
2280,2,0,0,2,0,br1,2
2281,9,1,1,2,2,br1,3
2282,0,0,0,0,0,br1,5
2283,4,2,0,0,0,br1,0
2284,4,1,0,0,0,br1,0
2285,0,0,0,0,0,br1,5
2286,4,1,0,0,0,br1,0
2287,1,0,0,0,0,br1,5
2288,4,1,0,0,0,br1,0
2289,1,0,0,0,0,br1,5
2290,4,2,0,0,0,br1,0
2291,0,0,0,0,0,br1,5
2292,4,1,0,0,0,br1,0
2293,3,1,0,0,0,br1,0
2294,4,2,0,0,0,br1,0
2295,2,1,0,0,0,br1,0
2296,4,0,0,2,2,br1,2
2297,8,1,1,2,0,br1,3
2298,9,2,1,3,0,br1,1
2299,3,0,0,3,1,br1,2
2300,9,2,1,3,1,br1,1
2301,7,1,2,4,1,br1,1
2302,2,0,0,1,0,br1,0
2303,9,2,1,3,2,br1,1
2304,3,0,0,3,0,br1,2
2305,7,1,0,1,1,br1,4
2306,1,0,0,0,0,br1,5
2307,9,1,0,2,1,br1,3
2308,0,0,0,0,0,br1,5
2309,0,0,0,0,0,br1,5
2310,8,1,1,4,1,br1,1
2311,2,0,0,0,1,br1,0
2312,6,1,1,4,1,br1,4
2313,8,1,0,1,1,br1,3
2314,5,0,0,2,1,br1,4
2315,0,0,0,0,0,br1,5
2316,1,0,0,0,0,br1,5
2317,9,1,0,2,1,br1,3
2318,4,0,1,1,0,br1,0
2319,10,3,2,5,2,br1,1
2320,6,1,1,4,1,br1,4
2321,8,1,0,1,1,br1,3
2322,5,0,0,2,1,br1,4
2323,0,0,0,0,0,br1,5
2324,1,0,0,1,0,br1,5
2325,7,0,1,2,2,br1,4
2326,2,0,0,0,0,br1,0
2327,3,1,0,0,1,br1,0
2328,0,0,0,0,0,br1,5
2329,3,1,0,0,1,br1,0
2330,3,1,0,0,1,br1,0
2331,3,1,0,0,1,br1,0
2332,3,2,0,0,1,br1,0
2333,0,0,0,0,0,br1,5
2334,1,0,0,0,0,br1,5
2335,0,0,0,0,0,br1,5
2336,4,2,0,0,0,br1,0
2337,4,2,0,0,0,br1,0
2338,3,1,0,0,0,br1,0
2339,0,0,0,0,0,br1,5
2340,3,1,0,0,1,br1,0
2341,1,0,0,0,0,br1,5
2342,3,1,0,0,0,br1,0
2343,1,0,0,0,0,br1,5
2344,0,0,0,0,0,br1,5
2345,2,0,0,0,0,br1,0
2346,0,0,0,0,0,br1,5
2347,3,1,0,0,2,br1,0
2348,2,0,0,0,0,br1,0
2349,3,0,0,0,1,br1,0
2350,0,0,0,0,0,br1,5
2351,3,2,0,0,2,br1,0
2352,3,1,0,0,1,br1,0
2353,0,0,0,0,0,br1,5
2354,3,1,0,0,1,br1,0
2355,0,0,0,0,1,br1,5
2356,0,0,0,0,0,br1,5
2357,0,0,0,0,0,br1,5
2358,0,0,0,0,1,br1,5
2359,11,6,2,5,1,br1,1
2360,1,0,0,2,1,br1,5
2361,0,0,0,0,0,br1,5
2362,4,1,0,0,0,br1,0
2363,0,0,0,0,0,br1,5
2364,11,3,1,3,2,br1,3
2365,0,0,0,0,0,br1,5
2366,0,0,0,0,0,br1,5
2367,8,1,1,3,2,br1,1
2368,8,1,0,1,0,br1,3
2369,4,0,1,3,2,br1,2
2370,4,0,0,2,0,br1,2
2371,8,1,1,1,1,br1,3
2372,9,2,1,2,0,br1,3
2373,4,0,0,1,2,br1,0
2374,1,0,0,0,0,br1,5
2375,9,1,1,4,2,br1,1
2376,3,0,0,1,2,br1,0
2377,8,1,1,3,0,br1,1
2378,8,1,0,3,1,br1,1
2379,3,0,1,3,0,br1,2
2380,2,0,0,3,0,br1,2
2381,11,3,2,2,1,br1,3
2382,3,0,0,3,0,br1,2
2383,7,1,1,1,1,br1,4
2384,8,1,0,3,0,br1,1
2385,1,0,0,0,1,br1,5
2386,3,0,1,1,2,br1,0
2387,9,1,1,4,0,br1,1
2388,11,3,0,4,2,br1,1
2389,2,0,1,0,0,br1,0
2390,1,0,0,0,0,br1,5
2391,4,2,0,0,0,br1,0
2392,4,1,0,0,0,br1,0
2393,1,0,0,0,0,br1,5
2394,4,0,0,0,1,br1,0
2395,9,1,1,4,1,br1,1
2396,8,2,0,3,1,br1,1
2397,2,0,1,1,0,br1,0
2398,8,1,2,3,1,br1,1
2399,5,0,0,2,0,br1,4
2400,7,1,0,4,0,br1,4
2401,10,2,2,1,2,br1,3
2402,9,1,0,2,1,br1,3
2403,1,0,0,0,1,br1,5
2404,8,1,1,3,2,br1,1
2405,1,0,0,0,0,br1,5
2406,6,0,0,1,2,br1,4
2407,1,0,0,1,0,br1,5
2408,8,1,2,1,1,br1,3
2409,5,0,0,4,1,br1,4
2410,11,2,1,4,1,br1,1
2411,0,0,0,0,1,br1,5
2412,2,0,0,2,1,br1,2
2413,2,0,0,0,0,br1,0
2414,10,2,1,3,1,br1,3
2415,3,0,0,2,1,br1,2
2416,0,0,0,0,0,br1,5
2417,0,0,0,0,0,br1,5
2418,4,0,0,0,2,br1,0
2419,7,1,1,4,0,br1,1
2420,0,0,0,1,1,br1,5
2421,9,2,0,1,1,br1,3
2422,6,0,1,3,1,br1,4
2423,3,0,0,1,1,br1,0
2424,5,0,1,1,1,br1,4
2425,9,1,1,4,1,br1,1
2426,5,0,0,0,2,br1,0
2427,6,1,1,5,0,br1,4
2428,4,0,0,2,2,br1,2
2429,7,2,1,2,0,br1,4
2430,1,0,0,0,1,br1,5
2431,6,0,1,4,1,br1,4
2432,9,2,0,2,2,br1,3
2433,0,0,0,1,0,br1,5
2434,6,1,0,1,2,br1,4
2435,8,1,1,3,0,br1,1
2436,5,0,0,3,0,br1,4
2437,11,4,2,2,0,br1,3
2438,0,0,0,0,0,br1,5
2439,4,0,0,2,1,br1,2
2440,1,0,0,1,0,br1,5
2441,10,2,0,1,0,br1,3
2442,0,0,0,1,0,br1,5
2443,11,3,1,2,1,br1,3
2444,7,1,0,1,1,br1,4
2445,9,2,1,2,1,br1,3
2446,2,0,0,0,0,br1,0
2447,10,3,2,4,0,br1,1
2448,10,2,1,0,1,br1,3
2449,4,0,0,3,1,br1,2
2450,8,1,1,2,0,br1,3
2451,3,0,0,2,1,br1,2
2452,9,1,1,3,2,br1,1
2453,3,0,1,1,0,br1,0
2454,0,0,0,1,1,br1,5
2455,2,0,0,1,0,br1,0
2456,1,0,0,0,0,br1,5
2457,8,1,1,3,2,br1,1
2458,1,0,0,0,1,br1,5
2459,9,2,1,4,1,br1,1
2460,1,0,1,3,0,br1,2
2461,11,6,2,3,2,br1,3
2462,7,1,0,3,1,br1,4
2463,7,0,2,2,1,br1,4
2464,3,0,0,1,2,br1,0
2465,0,0,0,1,0,br1,5
2466,7,1,0,1,1,br1,4
2467,8,1,1,3,1,br1,1
2468,6,0,0,2,1,br1,4
2469,4,0,0,3,1,br1,2
2470,6,1,1,4,0,br1,4
2471,9,2,2,3,2,br1,1
2472,4,0,0,2,2,br1,2
2473,0,0,0,0,0,br1,5
2474,8,2,1,3,0,br1,1
2475,6,1,1,3,2,br1,4
2476,10,2,0,1,1,br1,3
2477,4,0,0,3,0,br1,2
2478,5,0,1,3,2,br1,4
2479,7,1,1,1,0,br1,4
2480,2,0,0,1,1,br1,0
2481,11,2,1,4,0,br1,1
2482,6,0,0,4,1,br1,4
2483,7,1,2,1,1,br1,4
2484,9,1,1,4,0,br1,1
2485,2,0,0,1,1,br1,0
2486,2,0,0,3,0,br1,2
2487,10,3,2,2,1,br1,3
2488,2,0,0,0,0,br1,0
2489,3,1,0,0,0,br1,0
2490,5,0,0,2,1,br1,4
2491,0,0,0,1,0,br1,5
2492,2,0,0,0,0,br1,0
2493,8,1,1,3,0,br1,1
2494,0,0,0,0,1,br1,5
2495,11,6,2,5,1,br1,1
2496,3,0,0,1,2,br1,0
2497,8,1,1,3,0,br1,1
2498,1,0,0,1,1,br1,5
2499,7,1,1,2,1,br1,4
2500,10,2,1,3,1,br1,3
2501,2,0,0,1,0,br1,0
2502,3,0,0,3,1,br1,2
2503,10,2,1,3,0,br1,1
2504,7,1,0,3,1,br1,4
2505,5,0,1,0,1,br1,0
2506,9,1,1,2,1,br1,3
2507,2,0,0,1,0,br1,0
2508,4,0,0,2,1,br1,2
2509,0,0,0,1,0,br1,5
2510,8,1,1,4,2,br1,1
2511,4,0,0,0,0,br1,0
2512,4,0,0,3,2,br1,2
2513,1,0,0,1,0,br1,5
2514,0,0,0,0,0,br1,5
2515,8,1,1,4,2,br1,1
2516,0,0,0,0,0,br1,5
2517,0,0,0,0,0,br1,5
2518,11,3,1,1,1,br1,3
2519,5,0,0,4,1,br1,4
2520,4,3,0,0,0,br1,0
2521,2,1,0,0,0,br1,0
2522,3,0,0,1,1,br1,0
2523,10,2,1,3,1,br1,3
2524,0,0,0,0,1,br1,5
2525,2,0,0,1,0,br1,0
2526,5,1,0,2,2,br1,4
2527,6,1,0,1,0,br1,4
2528,8,1,1,4,1,br1,1
2529,5,0,1,2,1,br1,4
2530,10,2,0,2,1,br1,3
2531,0,0,0,0,0,br1,5
2532,8,0,0,1,1,br1,4
2533,2,0,0,2,0,br1,2
2534,9,2,1,3,1,br1,1
2535,7,1,2,4,1,br1,1
2536,7,1,0,2,0,br1,4
2537,0,0,0,0,0,br1,5
2538,2,0,0,0,1,br1,0
2539,11,2,1,4,0,br1,1
2540,4,0,0,2,1,br1,2
2541,8,2,2,3,1,br1,1
2542,8,1,0,1,0,br1,3
2543,4,0,1,3,2,br1,2
2544,7,2,1,5,2,br1,1
2545,8,1,2,1,0,br1,3
2546,2,0,0,2,1,br1,2
2547,7,1,1,1,1,br1,4
2548,4,0,0,3,2,br1,2
2549,1,0,0,1,0,br1,5
2550,9,1,0,3,2,br1,1
2551,0,0,0,0,0,br1,5
2552,8,2,2,1,0,br1,3
2553,6,1,0,4,2,br1,4
2554,0,0,0,0,0,br1,5
2555,3,1,0,0,1,br1,0
2556,11,2,0,4,2,br1,1
2557,1,0,0,0,0,br1,5
2558,0,0,0,0,0,br1,5
2559,4,0,1,1,1,br1,0
2560,8,1,2,5,0,br1,1
2561,5,0,0,0,1,br1,0
2562,8,2,0,3,2,br1,1
2563,0,0,0,0,0,br1,5
2564,0,0,0,0,0,br1,5
2565,5,0,0,2,1,br1,4
2566,10,2,0,3,1,br1,3
2567,9,2,2,2,1,br1,3
2568,4,0,0,1,1,br1,0
2569,2,0,0,2,0,br1,2
2570,9,1,0,4,2,br1,1
2571,5,0,2,0,0,br1,0
2572,2,0,0,1,1,br1,0
2573,10,1,1,3,1,br1,1
2574,2,0,0,1,0,br1,0
2575,4,0,1,3,1,br1,2
2576,5,0,0,2,2,br1,4
2577,7,1,1,2,0,br1,4
2578,9,2,0,2,1,br1,3
2579,1,0,0,1,1,br1,5
2580,9,1,0,2,1,br1,3
2581,1,0,0,0,1,br1,5
2582,7,1,1,3,1,br1,4
2583,6,1,0,2,1,br1,4
2584,2,0,0,3,1,br1,2
2585,8,1,1,2,1,br1,3
2586,8,1,1,4,1,br1,1
2587,4,0,0,0,1,br1,0
2588,2,0,0,0,0,br1,0
2589,10,1,1,4,2,br1,1
2590,11,3,2,3,1,br1,3
2591,2,0,0,1,1,br1,0
2592,6,0,0,2,1,br1,4
2593,0,0,0,1,0,br1,5
2594,7,1,0,2,1,br1,4
2595,9,2,1,3,1,br1,1
2596,9,3,2,3,0,br1,1
2597,3,0,0,3,1,br1,2
2598,7,1,1,3,0,br1,4
2599,4,0,0,2,2,br1,2
2600,4,0,0,2,1,br1,2
2601,0,0,0,0,0,br1,5
2602,3,0,0,0,2,br1,0
2603,9,2,1,4,0,br1,1
2604,7,1,0,2,1,br1,4
2605,2,0,0,2,1,br1,2
2606,10,2,1,1,1,br1,3
2607,3,0,0,3,0,br1,2
2608,7,1,1,2,2,br1,4
2609,1,0,0,1,0,br1,5
2610,4,0,0,1,1,br1,0
2611,0,0,0,1,0,br1,5
2612,4,0,0,3,1,br1,2
2613,0,0,0,0,0,br1,5
2614,0,0,0,0,0,br1,5
2615,8,1,1,4,2,br1,1
2616,9,1,1,3,1,br1,1
2617,5,0,1,3,1,br1,4
2618,1,0,0,0,1,br1,5
2619,9,1,1,4,0,br1,1
2620,9,1,1,3,1,br1,1
2621,3,0,0,0,1,br1,0
2622,0,0,0,0,1,br1,5
2623,8,2,0,3,1,br1,1
2624,9,2,1,3,1,br1,1
2625,4,0,0,2,0,br1,2
2626,6,1,0,1,1,br1,4
2627,0,0,0,0,0,br1,5
2628,0,0,0,0,0,br1,5
2629,6,1,0,2,1,br1,4
2630,10,3,0,3,0,br1,3
2631,8,1,2,3,2,br1,1
2632,1,0,0,0,0,br1,5
2633,8,1,1,3,2,br1,1
2634,5,0,0,2,2,br1,4
2635,7,1,1,2,0,br1,4
2636,7,1,0,2,1,br1,4
2637,3,0,0,0,1,br1,0
2638,3,0,0,2,1,br1,2
2639,10,2,1,2,1,br1,3
2640,6,1,0,1,1,br1,4
2641,0,0,0,0,0,br1,5
2642,0,0,0,1,0,br1,5
2643,5,0,0,1,1,br1,4
2644,0,0,0,0,1,br1,5
2645,2,0,0,1,0,br1,0
2646,11,4,1,2,1,br1,3
2647,7,1,1,3,1,br1,4
2648,2,0,0,2,0,br1,2
2649,0,0,0,0,1,br1,5
2650,6,0,0,2,1,br1,4
2651,10,3,3,3,0,br1,1
2652,6,0,1,2,1,br1,4
2653,11,4,1,3,0,br1,3
2654,9,2,0,3,2,br1,3
2655,0,0,0,0,0,br1,5
2656,1,0,0,2,0,br1,5
2657,8,1,1,2,2,br1,3
2658,11,2,0,3,2,br1,3
2659,0,0,0,0,0,br1,5
2660,1,0,0,0,0,br1,5
2661,7,1,0,4,1,br1,4
2662,3,0,1,2,2,br1,2
2663,0,0,0,1,0,br1,5
2664,10,1,1,3,2,br1,3
2665,5,0,0,0,0,br1,0
2666,0,0,0,2,0,br1,5
2667,10,1,0,2,2,br1,3
2668,0,0,0,0,0,br1,5
2669,3,0,0,1,0,br1,0
2670,1,0,0,2,1,br1,5
2671,9,1,1,3,0,br1,1
2672,7,1,0,1,2,br1,4
2673,0,0,0,2,0,br1,5
2674,9,2,1,3,2,br1,1
2675,2,0,0,1,0,br1,0
2676,0,0,0,0,1,br1,5
2677,7,1,0,2,1,br1,4
2678,7,1,2,2,1,br1,4
2679,5,0,0,3,1,br1,4
2680,7,1,1,5,1,br1,1
2681,1,0,0,0,1,br1,5
2682,0,0,0,0,0,br1,5
2683,11,3,1,3,2,br1,3
2684,5,0,0,0,0,br1,0
2685,10,1,2,4,1,br1,1
2686,9,1,2,3,1,br1,1
2687,2,0,0,2,1,br1,2
2688,9,1,1,2,0,br1,3
2689,5,0,1,2,2,br1,4
2690,10,3,2,3,2,br1,3
2691,0,0,0,2,0,br1,5
2692,10,1,1,3,0,br1,1
2693,4,0,0,0,2,br1,0
2694,2,0,0,2,1,br1,2
2695,6,1,0,1,1,br1,4
2696,0,0,0,0,0,br1,5
2697,8,1,1,3,2,br1,1
2698,11,3,1,4,2,br1,1
2699,2,0,0,0,0,br1,0
2700,6,1,1,2,1,br1,4
2701,9,2,1,3,1,br1,1
2702,3,0,0,3,1,br1,2
2703,8,1,1,1,1,br1,3
2704,10,1,0,2,1,br1,3
2705,1,0,0,1,1,br1,5
2706,1,0,0,0,0,br1,5
2707,4,0,0,2,2,br1,2
2708,4,0,0,0,2,br1,0
2709,7,1,1,3,0,br1,4
2710,7,1,1,0,2,br1,4
2711,3,0,0,3,0,br1,2
2712,10,2,3,4,0,br1,1
2713,7,0,1,3,1,br1,4
2714,11,3,1,3,2,br1,3
2715,1,0,0,1,0,br1,5
2716,5,0,1,3,1,br1,4
2717,1,0,0,1,0,br1,5
2718,3,0,0,1,0,br1,0
2719,7,1,1,3,1,br1,4
2720,3,0,0,2,1,br1,2
2721,8,1,1,2,0,br1,3
2722,0,0,0,0,0,br1,5
2723,7,1,0,3,2,br1,4
2724,1,0,0,3,0,br1,2
2725,8,1,1,1,2,br1,3
2726,0,0,0,1,0,br1,5
2727,11,2,1,2,1,br1,3
2728,9,1,1,2,1,br1,3
2729,1,0,0,3,1,br1,2
2730,9,2,1,3,0,br1,1
2731,3,0,0,1,2,br1,0
2732,11,1,2,2,1,br1,3
2733,6,1,0,3,0,br1,4
2734,11,4,1,2,1,br1,3
2735,7,1,1,3,1,br1,4
2736,4,0,0,1,2,br1,0
2737,10,2,1,4,0,br1,1
2738,0,0,0,0,0,br1,5
2739,4,2,0,0,0,br1,0
2740,2,0,0,2,1,br1,2
2741,9,2,2,3,1,br1,1
2742,8,1,0,2,1,br1,3
2743,0,0,0,0,0,br1,5
2744,0,0,0,1,0,br1,5
2745,9,1,1,2,2,br1,3
2746,3,0,0,2,1,br1,2
2747,10,2,1,2,1,br1,3
2748,6,1,0,2,2,br1,4
2749,6,1,2,3,0,br1,4
2750,2,0,0,2,0,br1,2
2751,8,1,1,1,2,br1,3
2752,11,5,1,3,0,br1,3
2753,1,0,0,0,0,br1,5
2754,0,0,0,1,1,br1,5
2755,3,0,0,0,0,br1,0
2756,1,0,0,0,0,br1,5
2757,4,0,0,2,1,br1,2
2758,3,1,0,0,0,br1,0
2759,2,1,0,0,0,br1,0
2760,0,0,0,0,0,br1,5
2761,3,1,0,0,0,br1,0
2762,2,0,0,0,0,br1,0
2763,0,0,0,0,0,br1,5
2764,3,1,0,0,1,br1,0
2765,3,0,0,0,0,br1,0
2766,0,0,0,0,0,br1,5
2767,3,1,0,0,1,br1,0
2768,0,0,0,0,0,br1,5
2769,2,0,0,0,0,br1,0
2770,0,0,0,0,0,br1,5
2771,6,1,0,2,1,br1,4
2772,3,0,1,1,2,br1,0
2773,9,1,1,4,0,br1,1
2774,3,0,0,0,1,br1,0
2775,9,1,0,4,1,br1,1
2776,4,0,0,2,1,br1,2
2777,2,0,0,1,1,br1,0
2778,2,0,0,0,1,br1,0
2779,7,1,1,4,0,br1,1
2780,10,2,0,3,2,br1,3
2781,3,0,0,0,0,br1,0
2782,9,2,1,5,1,br1,1
2783,5,0,1,1,1,br1,4
2784,0,0,0,0,1,br1,5
2785,2,0,0,2,0,br1,2
2786,4,0,0,1,1,br1,0
2787,10,2,2,4,1,br1,1
2788,5,0,0,0,1,br1,0
2789,7,1,1,3,0,br1,4
2790,9,2,0,2,1,br1,3
2791,1,0,0,1,1,br1,5
2792,3,0,0,2,1,br1,2
2793,10,2,1,2,1,br1,3
2794,9,1,1,2,1,br1,3
2795,5,1,0,3,0,br1,4
2796,5,0,0,3,2,br1,4
2797,10,2,2,2,0,br1,3
2798,2,0,0,0,0,br1,0
2799,6,0,0,4,2,br1,4
2800,11,2,2,3,2,br1,3
2801,2,0,0,2,0,br1,2
2802,0,0,0,0,1,br1,5
2803,3,0,0,3,0,br1,2
2804,9,2,1,2,1,br1,3
2805,4,0,0,2,1,br1,2
2806,2,0,0,0,2,br1,0
2807,2,0,0,0,0,br1,0
2808,10,3,2,3,2,br1,3
2809,2,0,0,1,0,br1,0
2810,7,2,0,3,0,br1,4
2811,1,0,0,0,2,br1,5
2812,9,3,2,4,1,br1,1
2813,3,0,0,1,0,br1,0
2814,9,2,0,3,0,br1,1
2815,2,0,0,1,1,br1,0
2816,0,0,0,0,0,br1,5
2817,9,2,0,3,2,br1,3
2818,0,0,0,0,0,br1,5
2819,5,0,0,2,1,br1,4
2820,1,0,0,0,0,br1,5
2821,8,1,0,2,2,br1,3
2822,1,0,1,0,0,br1,5
2823,8,1,0,3,2,br1,1
2824,7,1,2,1,0,br1,4
2825,4,0,0,3,2,br1,2
2826,8,1,0,2,2,br1,3
2827,7,1,1,2,0,br1,4
2828,2,0,0,0,0,br1,0
2829,10,2,1,3,1,br1,3
2830,0,0,0,0,1,br1,5
2831,11,6,2,5,1,br1,1
2832,3,0,0,1,2,br1,0
2833,8,1,1,3,0,br1,1
2834,10,1,1,4,2,br1,1
2835,0,0,0,0,0,br1,5
2836,4,1,0,0,0,br1,0
2837,0,0,0,0,0,br1,5
2838,4,2,0,0,0,br1,0
2839,0,0,0,0,0,br1,5
2840,3,1,0,0,1,br1,0
2841,2,0,0,0,0,br1,0
2842,4,0,2,1,1,br1,0
2843,9,2,0,4,0,br1,1
2844,1,0,0,0,0,br1,5
2845,3,1,0,0,1,br1,0
2846,3,1,0,0,1,br1,0
2847,2,0,0,0,0,br1,0
2848,0,0,0,0,0,br1,5
2849,3,1,0,0,1,br1,0
2850,0,0,0,0,0,br1,5
2851,9,2,1,3,2,br1,1
2852,9,2,1,2,1,br1,3
2853,3,0,0,3,1,br1,2
2854,1,0,0,2,0,br1,5
2855,9,2,1,3,2,br1,1
2856,0,0,0,0,0,br1,5
2857,5,0,0,2,2,br1,4
2858,8,2,1,2,2,br1,3
2859,4,0,0,2,0,br1,2
2860,9,2,1,3,2,br1,1
2861,1,0,0,0,0,br1,5
2862,10,2,0,2,1,br1,3
2863,1,0,0,1,1,br1,5
2864,7,2,0,4,2,br1,1
2865,3,0,1,1,0,br1,0
2866,3,0,0,0,0,br1,0
2867,10,3,1,4,1,br1,1
2868,0,0,0,1,1,br1,5
2869,8,1,0,2,1,br1,3
2870,0,0,0,0,0,br1,5
2871,3,0,0,1,0,br1,0
2872,9,2,0,1,0,br1,3
2873,0,0,0,1,1,br1,5
2874,0,0,0,0,0,br1,5
2875,6,1,0,1,0,br1,4
2876,4,1,1,2,1,br1,2
2877,6,0,0,2,1,br1,4
2878,2,0,0,0,1,br1,0
2879,4,0,0,3,0,br1,2
2880,9,2,2,3,2,br1,1
2881,3,0,0,2,0,br1,2
2882,0,0,0,0,0,br1,5
2883,0,0,0,0,0,br1,5
2884,7,1,1,4,1,br1,1
2885,7,1,0,2,0,br1,4
2886,2,0,0,1,0,br1,0
2887,4,0,0,2,1,br1,2
2888,10,2,1,4,1,br1,1
2889,4,0,0,2,1,br1,2
2890,4,0,0,2,1,br1,2
2891,0,0,0,1,0,br1,5
2892,3,0,0,2,0,br1,2
2893,2,0,0,0,1,br1,0
2894,5,0,1,3,1,br1,4
2895,7,1,0,1,1,br1,4
2896,9,2,1,2,1,br1,3
2897,8,2,0,2,1,br1,3
2898,5,0,0,3,1,br1,4
2899,11,2,2,3,0,br1,3
2900,2,0,0,1,2,br1,0
2901,9,2,1,3,0,br1,1
2902,9,1,1,3,2,br1,1
2903,1,0,0,0,0,br1,5
2904,0,0,0,0,1,br1,5
2905,9,2,0,3,1,br1,1
2906,4,0,0,3,2,br1,2
2907,0,0,0,0,0,br1,5
2908,9,2,1,3,2,br1,1
2909,2,0,0,1,0,br1,0
2910,2,0,0,0,0,br1,0
2911,4,1,0,0,0,br1,0
2912,6,1,0,1,1,br1,4
2913,0,0,0,0,0,br1,5
2914,0,0,0,0,0,br1,5
2915,6,1,0,2,1,br1,4
2916,11,4,1,2,1,br1,3
2917,7,1,1,3,1,br1,4
2918,5,1,1,2,1,br1,4
2919,7,1,0,3,1,br1,4
2920,3,0,0,1,1,br1,0
2921,5,1,1,2,1,br1,4
2922,7,2,1,1,1,br1,4
2923,4,0,0,3,1,br1,2
2924,1,0,0,0,0,br1,5
2925,2,1,0,0,0,br1,0
2926,10,2,1,2,1,br1,3
2927,0,0,0,1,0,br1,5
2928,9,1,1,2,2,br1,3
2929,1,0,0,1,0,br1,5
2930,7,1,1,1,2,br1,4
2931,3,0,0,2,0,br1,2
2932,0,0,0,1,1,br1,5
2933,0,0,0,0,0,br1,5
2934,10,2,1,3,2,br1,3
2935,2,0,0,0,0,br1,0
